Stay Type,Sales Channel,Trip Type,Booking Origin,Flight Day,Days Before Flight,Length of Stay,Booking Completed
Long Stay,Internet,RoundTrip,New Zealand,4,265,37,0
Long Stay,Internet,RoundTrip,Malaysia,6,75,21,1
Long Stay,Internet,RoundTrip,Malaysia,7,119,21,0
Long Stay,Internet,RoundTrip,Malaysia,3,50,17,1
Long Stay,Internet,RoundTrip,New Zealand,2,130,28,0
Long Stay,Internet,RoundTrip,Malaysia,5,30,85,1
Long Stay,Internet,RoundTrip,Philippines,3,153,20,0
Long Stay,Internet,RoundTrip,Malaysia,3,74,22,0
Long Stay,Internet,RoundTrip,Malaysia,2,27,62,0
Long Stay,Mobile,RoundTrip,Malaysia,2,121,19,1
Long Stay,Internet,RoundTrip,New Zealand,3,18,27,0
Long Stay,Internet,RoundTrip,Malaysia,3,293,44,0
Long Stay,Internet,RoundTrip,Malaysia,5,207,78,0
Long Stay,Mobile,RoundTrip,Malaysia,7,280,35,1
Long Stay,Internet,RoundTrip,New Zealand,2,82,18,0
Long Stay,Internet,RoundTrip,Malaysia,5,86,29,0
Long Stay,Internet,RoundTrip,Malaysia,2,252,25,1
Long Stay,Internet,RoundTrip,United Kingdom,5,40,17,0
Long Stay,Internet,RoundTrip,Malaysia,4,81,17,0
Long Stay,Internet,RoundTrip,New Zealand,2,11,30,0
Long Stay,Internet,RoundTrip,United Kingdom,2,254,60,0
Long Stay,Internet,RoundTrip,Malaysia,1,60,18,1
Long Stay,Internet,RoundTrip,Malaysia,6,8,25,0
Long Stay,Internet,RoundTrip,Malaysia,1,7,68,0
Long Stay,Internet,RoundTrip,New Zealand,1,92,34,0
Long Stay,Internet,RoundTrip,New Zealand,3,77,31,0
Long Stay,Internet,RoundTrip,New Zealand,6,358,27,0
Long Stay,Internet,RoundTrip,New Zealand,6,42,17,0
Long Stay,Internet,RoundTrip,New Zealand,7,301,34,0
Long Stay,Mobile,RoundTrip,Malaysia,7,269,20,0
Long Stay,Internet,RoundTrip,New Zealand,5,161,56,0
Long Stay,Internet,RoundTrip,New Zealand,1,182,31,0
Long Stay,Internet,RoundTrip,Malaysia,6,27,20,0
Long Stay,Mobile,RoundTrip,Malaysia,3,292,22,0
Long Stay,Internet,RoundTrip,New Zealand,3,35,255,1
Long Stay,Internet,RoundTrip,New Zealand,5,95,26,0
Long Stay,Internet,RoundTrip,Malaysia,6,34,28,0
Long Stay,Internet,RoundTrip,South Korea,3,229,23,0
Long Stay,Internet,RoundTrip,Malaysia,7,73,17,1
Long Stay,Internet,RoundTrip,Malaysia,7,159,20,0
Long Stay,Internet,RoundTrip,New Zealand,2,83,56,0
Long Stay,Internet,RoundTrip,Malaysia,7,363,18,0
Long Stay,Internet,RoundTrip,New Zealand,1,56,21,0
Long Stay,Internet,RoundTrip,Malaysia,1,41,41,0
Long Stay,Internet,RoundTrip,New Zealand,1,40,63,0
Long Stay,Internet,RoundTrip,New Zealand,1,5,28,1
Long Stay,Mobile,RoundTrip,Malaysia,7,79,37,0
Long Stay,Mobile,RoundTrip,Malaysia,7,94,64,0
Long Stay,Internet,RoundTrip,New Zealand,7,282,26,0
Long Stay,Internet,RoundTrip,Malaysia,1,9,41,1
Long Stay,Internet,RoundTrip,United Kingdom,5,28,17,0
Long Stay,Internet,RoundTrip,Malaysia,3,61,83,1
Long Stay,Internet,RoundTrip,New Zealand,2,82,21,0
Long Stay,Internet,RoundTrip,Malaysia,1,122,19,0
Long Stay,Internet,RoundTrip,New Zealand,5,203,28,0
Long Stay,Internet,RoundTrip,New Zealand,4,321,80,0
Long Stay,Internet,RoundTrip,New Zealand,6,259,21,0
Long Stay,Internet,RoundTrip,Malaysia,2,321,17,0
Long Stay,Internet,RoundTrip,New Zealand,7,83,92,0
Long Stay,Internet,RoundTrip,New Zealand,1,46,46,0
Long Stay,Internet,RoundTrip,United States,4,107,18,0
Long Stay,Internet,RoundTrip,Malaysia,6,186,20,1
Long Stay,Internet,RoundTrip,Singapore,2,109,20,0
Long Stay,Internet,RoundTrip,United Kingdom,7,298,118,0
Long Stay,Internet,RoundTrip,Malaysia,3,133,19,0
Long Stay,Internet,RoundTrip,Malaysia,6,16,30,0
Long Stay,Internet,RoundTrip,Malaysia,6,58,21,0
Long Stay,Internet,RoundTrip,Malaysia,6,286,21,0
Long Stay,Internet,RoundTrip,Malaysia,7,349,17,0
Long Stay,Internet,RoundTrip,Malaysia,7,97,23,1
Long Stay,Internet,RoundTrip,New Zealand,1,393,17,0
Long Stay,Internet,RoundTrip,Malaysia,4,17,79,1
Long Stay,Internet,RoundTrip,New Zealand,2,58,21,1
Long Stay,Mobile,RoundTrip,New Zealand,1,225,107,0
Long Stay,Internet,RoundTrip,Malaysia,1,125,181,1
Long Stay,Internet,RoundTrip,Malaysia,1,7,20,1
Long Stay,Internet,RoundTrip,Malaysia,3,222,17,0
Long Stay,Internet,RoundTrip,New Zealand,3,17,90,0
Long Stay,Internet,RoundTrip,France,1,337,26,0
Long Stay,Internet,RoundTrip,Vietnam,3,408,22,0
Long Stay,Internet,RoundTrip,New Zealand,1,35,21,0
Long Stay,Internet,RoundTrip,Malaysia,5,162,18,0
Long Stay,Mobile,RoundTrip,Malaysia,3,52,28,0
Long Stay,Internet,RoundTrip,United States,6,329,25,1
Long Stay,Internet,RoundTrip,New Zealand,5,64,20,0
Long Stay,Internet,RoundTrip,New Zealand,4,32,18,1
Long Stay,Internet,RoundTrip,Malaysia,5,46,23,0
Long Stay,Internet,RoundTrip,Malaysia,3,89,21,0
Long Stay,Internet,RoundTrip,Malaysia,1,125,181,1
Long Stay,Internet,RoundTrip,New Zealand,2,71,18,1
Long Stay,Mobile,RoundTrip,New Zealand,5,174,29,0
Long Stay,Internet,RoundTrip,Malaysia,2,66,18,1
Long Stay,Mobile,RoundTrip,Malaysia,7,94,92,0
Long Stay,Internet,RoundTrip,Laos,7,42,21,0
Long Stay,Internet,RoundTrip,Malaysia,3,145,47,0
Short Stay,Internet,OneWay,New Zealand,2,27,1,0
Long Stay,Internet,RoundTrip,Malaysia,5,164,17,0
Long Stay,Internet,RoundTrip,New Zealand,7,235,25,0
Long Stay,Mobile,RoundTrip,New Zealand,6,34,76,0
Long Stay,Mobile,RoundTrip,Malaysia,6,74,19,0
Long Stay,Mobile,RoundTrip,Malaysia,3,74,27,0
Long Stay,Internet,RoundTrip,New Zealand,1,3,92,0
Long Stay,Internet,RoundTrip,New Zealand,5,203,22,0
Long Stay,Mobile,RoundTrip,New Zealand,2,194,43,0
Long Stay,Mobile,RoundTrip,Hungary,1,155,24,0
Long Stay,Internet,RoundTrip,New Zealand,5,249,94,0
Long Stay,Mobile,RoundTrip,New Zealand,7,54,29,0
Long Stay,Internet,RoundTrip,Malaysia,2,414,305,0
Long Stay,Internet,RoundTrip,Hong Kong,5,377,19,0
Long Stay,Internet,RoundTrip,New Zealand,1,402,31,0
Long Stay,Internet,RoundTrip,Malaysia,2,131,88,0
Long Stay,Internet,RoundTrip,New Zealand,2,43,30,0
Long Stay,Internet,RoundTrip,Malaysia,3,98,20,0
Long Stay,Internet,RoundTrip,Malaysia,2,411,23,0
Long Stay,Internet,RoundTrip,Malaysia,6,291,17,0
Long Stay,Internet,RoundTrip,New Zealand,1,318,47,0
Long Stay,Internet,RoundTrip,Malaysia,2,136,30,0
Long Stay,Internet,RoundTrip,Malaysia,3,152,17,0
Long Stay,Internet,RoundTrip,Malaysia,3,287,20,0
Long Stay,Internet,RoundTrip,Malaysia,7,279,18,0
Long Stay,Internet,RoundTrip,Malaysia,3,63,278,0
Long Stay,Internet,RoundTrip,Malaysia,2,68,26,1
Long Stay,Internet,RoundTrip,New Zealand,2,277,21,0
Long Stay,Internet,RoundTrip,Malaysia,3,331,17,0
Short Stay,Internet,OneWay,New Zealand,3,12,1,0
Long Stay,Internet,RoundTrip,United Kingdom,3,246,149,0
Long Stay,Internet,RoundTrip,Malaysia,2,359,20,0
Long Stay,Internet,RoundTrip,Malaysia,7,318,23,0
Long Stay,Internet,RoundTrip,Malaysia,5,26,39,0
Long Stay,Internet,RoundTrip,Malaysia,1,95,86,0
Long Stay,Internet,RoundTrip,Malaysia,1,57,30,0
Long Stay,Internet,RoundTrip,New Zealand,7,70,22,0
Long Stay,Internet,RoundTrip,Portugal,5,156,63,0
Long Stay,Internet,RoundTrip,Czech Republic,5,67,25,0
Long Stay,Internet,RoundTrip,New Zealand,5,146,22,0
Long Stay,Mobile,RoundTrip,South Korea,6,336,17,0
Long Stay,Internet,RoundTrip,Malaysia,7,26,31,0
Long Stay,Internet,RoundTrip,New Zealand,4,162,22,0
Long Stay,Internet,RoundTrip,New Zealand,2,207,27,0
Long Stay,Internet,RoundTrip,Malaysia,4,219,17,1
Long Stay,Internet,RoundTrip,Netherlands,7,9,20,0
Long Stay,Internet,RoundTrip,Malaysia,7,82,17,0
Long Stay,Internet,RoundTrip,New Zealand,3,60,20,0
Long Stay,Internet,RoundTrip,Singapore,4,66,22,0
Long Stay,Internet,RoundTrip,New Zealand,6,258,23,0
Long Stay,Internet,RoundTrip,Malaysia,2,168,21,1
Long Stay,Internet,RoundTrip,New Zealand,5,403,31,0
Long Stay,Internet,RoundTrip,Malaysia,3,320,29,1
Long Stay,Internet,RoundTrip,New Zealand,5,212,78,0
Long Stay,Internet,RoundTrip,New Zealand,3,75,44,0
Long Stay,Internet,RoundTrip,New Zealand,2,107,49,0
Long Stay,Internet,RoundTrip,Malaysia,6,70,89,0
Long Stay,Mobile,RoundTrip,Philippines,2,20,17,0
Long Stay,Internet,RoundTrip,New Zealand,7,292,20,1
Long Stay,Internet,RoundTrip,Malaysia,2,194,37,1
Long Stay,Internet,RoundTrip,Malaysia,2,40,35,1
Long Stay,Internet,RoundTrip,Malaysia,3,46,88,0
Long Stay,Internet,RoundTrip,Malaysia,7,146,21,0
Long Stay,Internet,RoundTrip,Malaysia,7,24,18,0
Long Stay,Internet,RoundTrip,Malaysia,5,204,20,0
Long Stay,Internet,RoundTrip,New Zealand,3,82,23,0
Long Stay,Internet,RoundTrip,Malaysia,6,20,72,0
Long Stay,Internet,RoundTrip,New Zealand,3,40,77,0
Long Stay,Internet,RoundTrip,Malaysia,3,5,31,0
Long Stay,Internet,RoundTrip,New Zealand,4,98,29,0
Long Stay,Internet,RoundTrip,New Zealand,3,14,18,0
Long Stay,Internet,RoundTrip,New Zealand,4,229,177,0
Long Stay,Internet,RoundTrip,New Zealand,1,36,165,0
Long Stay,Mobile,RoundTrip,Ireland,5,164,37,0
Long Stay,Internet,RoundTrip,Malaysia,1,27,45,0
Long Stay,Internet,RoundTrip,Malaysia,4,21,32,0
Long Stay,Internet,RoundTrip,New Zealand,6,73,39,0
Long Stay,Internet,RoundTrip,Malaysia,7,177,89,0
Short Stay,Internet,OneWay,New Zealand,7,29,1,0
Long Stay,Internet,RoundTrip,Malaysia,1,295,18,0
Long Stay,Internet,RoundTrip,New Zealand,2,28,37,0
Long Stay,Internet,RoundTrip,New Zealand,1,192,22,0
Long Stay,Mobile,RoundTrip,New Zealand,7,144,41,0
Long Stay,Internet,RoundTrip,Malaysia,4,22,20,0
Long Stay,Internet,RoundTrip,Malaysia,3,93,19,0
Long Stay,Internet,RoundTrip,Malaysia,1,25,28,1
Long Stay,Internet,RoundTrip,Malaysia,3,70,183,1
Long Stay,Internet,RoundTrip,New Zealand,5,89,28,0
Long Stay,Internet,RoundTrip,Malaysia,1,33,17,0
Long Stay,Mobile,RoundTrip,Malaysia,1,116,25,0
Long Stay,Internet,RoundTrip,New Zealand,3,348,36,0
Long Stay,Internet,RoundTrip,Malaysia,1,243,162,0
Long Stay,Internet,RoundTrip,India,4,204,21,0
Long Stay,Internet,RoundTrip,Malaysia,1,225,28,0
Long Stay,Internet,RoundTrip,Malaysia,2,39,21,1
Long Stay,Internet,RoundTrip,New Zealand,5,145,34,0
Long Stay,Internet,RoundTrip,Netherlands,4,151,28,0
Long Stay,Mobile,RoundTrip,New Zealand,4,38,71,0
Long Stay,Internet,RoundTrip,United States,6,36,29,0
Long Stay,Internet,RoundTrip,United Kingdom,2,68,19,0
Long Stay,Internet,RoundTrip,New Zealand,7,215,91,0
Long Stay,Internet,RoundTrip,Singapore,5,45,36,0
Long Stay,Internet,RoundTrip,Malaysia,1,206,28,0
Long Stay,Internet,RoundTrip,Malaysia,4,27,28,1
Long Stay,Internet,RoundTrip,New Zealand,2,37,25,0
Long Stay,Internet,RoundTrip,Malaysia,4,277,22,0
Long Stay,Internet,RoundTrip,New Zealand,6,144,30,0
Long Stay,Internet,RoundTrip,Malaysia,5,79,32,0
Long Stay,Internet,RoundTrip,Malaysia,3,79,90,1
Long Stay,Internet,RoundTrip,Malaysia,4,86,18,1
Long Stay,Internet,RoundTrip,New Zealand,6,163,21,0
Long Stay,Mobile,RoundTrip,Thailand,5,9,26,0
Long Stay,Internet,RoundTrip,New Zealand,6,97,80,0
Long Stay,Internet,RoundTrip,Malaysia,3,28,22,0
Long Stay,Internet,RoundTrip,Malaysia,2,17,109,0
Long Stay,Internet,RoundTrip,Cyprus,3,102,37,0
Long Stay,Internet,RoundTrip,New Zealand,3,121,27,0
Long Stay,Internet,RoundTrip,Malaysia,6,316,35,0
Long Stay,Mobile,RoundTrip,New Zealand,5,2,21,0
Long Stay,Mobile,RoundTrip,Malaysia,7,23,78,0
Long Stay,Internet,RoundTrip,Malaysia,3,188,27,1
Long Stay,Internet,RoundTrip,Malaysia,7,199,35,0
Long Stay,Internet,RoundTrip,Malaysia,3,75,30,1
Long Stay,Internet,RoundTrip,New Zealand,7,242,22,0
Long Stay,Internet,RoundTrip,New Zealand,6,97,54,0
Long Stay,Internet,RoundTrip,New Zealand,2,11,22,0
Long Stay,Internet,RoundTrip,Malaysia,7,363,17,0
Long Stay,Internet,RoundTrip,New Zealand,7,266,79,0
Long Stay,Internet,RoundTrip,New Zealand,7,237,49,1
Long Stay,Internet,RoundTrip,New Zealand,2,116,22,0
Long Stay,Internet,RoundTrip,Laos,7,49,52,0
Long Stay,Mobile,RoundTrip,Malaysia,7,377,35,1
Long Stay,Internet,RoundTrip,New Zealand,5,1,39,0
Long Stay,Internet,RoundTrip,New Zealand,6,337,41,0
Long Stay,Internet,RoundTrip,Malaysia,1,63,19,1
Long Stay,Internet,RoundTrip,New Zealand,1,292,89,0
Long Stay,Internet,RoundTrip,Malaysia,3,233,29,0
Long Stay,Internet,RoundTrip,Malaysia,2,60,17,1
Long Stay,Internet,RoundTrip,Malaysia,2,105,21,0
Long Stay,Internet,RoundTrip,Malaysia,6,16,18,0
Long Stay,Internet,RoundTrip,Malaysia,3,114,18,1
Long Stay,Internet,RoundTrip,Malaysia,3,282,18,1
Long Stay,Internet,RoundTrip,Saudi Arabia,5,2,27,0
Long Stay,Internet,RoundTrip,New Zealand,6,153,24,0
Long Stay,Internet,RoundTrip,Malaysia,6,73,87,0
Long Stay,Internet,RoundTrip,New Zealand,3,317,30,0
Long Stay,Internet,RoundTrip,Malaysia,7,83,140,0
Long Stay,Internet,RoundTrip,New Zealand,7,76,85,1
Long Stay,Internet,RoundTrip,New Zealand,5,345,20,0
Long Stay,Internet,RoundTrip,India,3,218,38,0
Long Stay,Internet,RoundTrip,Singapore,3,138,31,0
Long Stay,Internet,RoundTrip,Malaysia,4,32,42,0
Long Stay,Internet,RoundTrip,Malaysia,1,380,19,0
Long Stay,Internet,RoundTrip,New Zealand,7,108,17,0
Long Stay,Internet,RoundTrip,New Zealand,4,112,31,0
Long Stay,Internet,RoundTrip,New Zealand,4,163,28,0
Long Stay,Internet,RoundTrip,New Zealand,6,290,42,0
Long Stay,Internet,RoundTrip,Malaysia,7,263,58,0
Long Stay,Mobile,RoundTrip,Malaysia,7,22,17,0
Long Stay,Internet,RoundTrip,Malaysia,1,386,25,1
Long Stay,Internet,RoundTrip,New Zealand,7,330,21,0
Long Stay,Internet,RoundTrip,United Kingdom,1,31,29,0
Long Stay,Internet,RoundTrip,Malaysia,7,352,22,1
Long Stay,Internet,RoundTrip,New Zealand,1,34,42,0
Long Stay,Internet,RoundTrip,Malaysia,4,52,21,0
Long Stay,Internet,RoundTrip,Malaysia,6,394,18,0
Long Stay,Mobile,RoundTrip,Thailand,2,98,107,0
Long Stay,Internet,RoundTrip,New Zealand,2,113,18,0
Long Stay,Internet,RoundTrip,Malaysia,3,8,17,1
Long Stay,Internet,RoundTrip,New Zealand,2,40,86,0
Long Stay,Internet,RoundTrip,Malaysia,3,105,17,1
Long Stay,Internet,RoundTrip,Malaysia,1,32,25,0
Long Stay,Mobile,RoundTrip,Malaysia,6,30,44,1
Long Stay,Internet,RoundTrip,New Zealand,4,90,24,0
Long Stay,Internet,RoundTrip,New Zealand,6,44,64,0
Long Stay,Internet,RoundTrip,Malaysia,6,292,22,0
Long Stay,Internet,RoundTrip,Malaysia,1,71,32,0
Long Stay,Internet,RoundTrip,New Zealand,4,153,25,0
Long Stay,Internet,RoundTrip,Malaysia,6,170,23,0
Long Stay,Mobile,RoundTrip,Malaysia,5,118,17,1
Long Stay,Mobile,RoundTrip,Malaysia,6,183,24,0
Long Stay,Internet,RoundTrip,New Zealand,3,74,42,0
Long Stay,Internet,RoundTrip,New Zealand,1,65,88,0
Long Stay,Internet,RoundTrip,New Zealand,7,8,28,0
Long Stay,Internet,RoundTrip,Malaysia,4,55,78,0
Long Stay,Internet,RoundTrip,New Zealand,3,98,20,0
Long Stay,Internet,RoundTrip,New Zealand,7,233,29,0
Long Stay,Internet,RoundTrip,Malaysia,7,57,62,0
Long Stay,Internet,RoundTrip,Japan,1,380,19,0
Long Stay,Mobile,RoundTrip,New Zealand,5,209,27,0
Long Stay,Internet,RoundTrip,Malaysia,4,276,20,0
Long Stay,Internet,RoundTrip,New Zealand,6,175,22,0
Long Stay,Internet,RoundTrip,New Zealand,3,63,66,0
Long Stay,Internet,RoundTrip,New Zealand,4,68,18,0
Long Stay,Internet,RoundTrip,Singapore,4,86,20,0
Long Stay,Internet,RoundTrip,Malaysia,4,106,20,1
Long Stay,Internet,RoundTrip,Malaysia,1,235,19,1
Long Stay,Mobile,RoundTrip,Malaysia,2,226,33,1
Long Stay,Internet,RoundTrip,Malaysia,4,232,20,0
Long Stay,Internet,RoundTrip,Malaysia,1,280,80,0
Long Stay,Internet,RoundTrip,Malaysia,1,186,21,1
Long Stay,Internet,RoundTrip,New Zealand,6,66,34,0
Long Stay,Internet,RoundTrip,New Zealand,7,50,19,0
Long Stay,Internet,RoundTrip,Malaysia,5,389,17,1
Long Stay,Internet,RoundTrip,Malaysia,2,302,56,0
Long Stay,Internet,RoundTrip,New Zealand,4,8,30,0
Long Stay,Internet,RoundTrip,New Zealand,2,108,24,0
Long Stay,Internet,RoundTrip,New Zealand,3,142,29,0
Long Stay,Internet,RoundTrip,Malaysia,7,116,27,1
Long Stay,Internet,RoundTrip,New Zealand,7,170,23,0
Long Stay,Internet,RoundTrip,New Zealand,1,178,24,0
Long Stay,Internet,RoundTrip,Malaysia,4,316,17,1
Long Stay,Internet,RoundTrip,Spain,1,171,28,0
Long Stay,Internet,RoundTrip,Malaysia,7,372,24,0
Long Stay,Mobile,RoundTrip,New Zealand,5,45,63,0
Long Stay,Internet,RoundTrip,Malaysia,7,215,19,0
Long Stay,Internet,RoundTrip,Malaysia,3,131,184,0
Long Stay,Internet,RoundTrip,New Zealand,4,23,29,0
Long Stay,Internet,RoundTrip,Malaysia,7,393,17,1
Long Stay,Internet,RoundTrip,Malaysia,6,16,30,0
Long Stay,Internet,RoundTrip,Australia,7,107,23,1
Long Stay,Internet,RoundTrip,New Zealand,1,19,76,0
Long Stay,Mobile,RoundTrip,New Zealand,3,133,44,0
Long Stay,Internet,RoundTrip,Malaysia,3,119,21,0
Long Stay,Internet,RoundTrip,New Zealand,7,228,31,0
Long Stay,Internet,RoundTrip,Malaysia,4,330,18,1
Long Stay,Internet,RoundTrip,Malaysia,6,18,50,0
Long Stay,Internet,RoundTrip,United Kingdom,2,48,22,0
Long Stay,Internet,RoundTrip,Malaysia,2,122,18,1
Long Stay,Internet,RoundTrip,New Zealand,5,20,77,0
Long Stay,Internet,RoundTrip,New Zealand,1,40,36,0
Long Stay,Internet,RoundTrip,New Zealand,5,124,19,0
Long Stay,Internet,RoundTrip,Malaysia,3,98,17,1
Long Stay,Internet,RoundTrip,New Zealand,4,160,22,0
Long Stay,Internet,RoundTrip,New Zealand,3,126,21,0
Long Stay,Internet,RoundTrip,New Zealand,4,208,22,0
Long Stay,Internet,RoundTrip,New Zealand,3,55,152,0
Long Stay,Internet,RoundTrip,Malaysia,3,40,53,0
Long Stay,Internet,RoundTrip,Malaysia,4,76,17,1
Long Stay,Internet,RoundTrip,Malaysia,5,5,291,0
Long Stay,Internet,RoundTrip,United Kingdom,3,11,60,0
Long Stay,Internet,RoundTrip,Malaysia,7,205,30,0
Long Stay,Internet,RoundTrip,New Zealand,2,126,82,0
Long Stay,Internet,RoundTrip,Malaysia,5,119,24,0
Long Stay,Internet,RoundTrip,Malaysia,5,255,17,0
Long Stay,Internet,RoundTrip,New Zealand,4,143,63,0
Long Stay,Mobile,RoundTrip,Malaysia,7,18,329,0
Long Stay,Internet,RoundTrip,New Zealand,3,262,25,0
Long Stay,Internet,RoundTrip,New Zealand,7,291,23,0
Long Stay,Internet,RoundTrip,New Zealand,6,168,28,0
Long Stay,Internet,RoundTrip,Malaysia,7,368,17,1
Long Stay,Internet,RoundTrip,New Zealand,7,153,30,0
Long Stay,Internet,RoundTrip,Malaysia,1,38,26,1
Long Stay,Internet,RoundTrip,Malaysia,6,47,17,1
Long Stay,Internet,RoundTrip,New Zealand,1,100,20,0
Long Stay,Internet,RoundTrip,New Zealand,5,83,110,0
Long Stay,Internet,RoundTrip,Malaysia,6,242,23,0
Long Stay,Internet,RoundTrip,Malaysia,4,169,19,0
Long Stay,Internet,RoundTrip,Malaysia,5,236,21,0
Long Stay,Internet,RoundTrip,Malaysia,4,62,30,0
Long Stay,Internet,RoundTrip,Malaysia,7,346,17,0
Long Stay,Internet,RoundTrip,Germany,1,210,38,0
Long Stay,Internet,RoundTrip,New Zealand,1,14,33,0
Long Stay,Internet,RoundTrip,New Zealand,2,258,38,0
Long Stay,Mobile,RoundTrip,New Zealand,2,48,21,0
Long Stay,Internet,RoundTrip,New Zealand,4,196,23,0
Long Stay,Internet,RoundTrip,New Zealand,7,78,36,0
Long Stay,Internet,RoundTrip,Malaysia,2,23,33,0
Long Stay,Internet,RoundTrip,Malaysia,3,281,17,0
Long Stay,Internet,RoundTrip,New Zealand,6,229,17,0
Long Stay,Internet,RoundTrip,Malaysia,4,88,18,0
Long Stay,Internet,RoundTrip,Malaysia,1,192,17,0
Long Stay,Internet,RoundTrip,Malaysia,7,172,23,1
Long Stay,Internet,RoundTrip,Malaysia,7,30,63,1
Long Stay,Internet,RoundTrip,Malaysia,2,154,24,0
Long Stay,Internet,RoundTrip,Malaysia,5,12,35,0
Long Stay,Internet,RoundTrip,New Zealand,5,35,22,0
Long Stay,Internet,RoundTrip,Italy,5,201,75,0
Long Stay,Internet,RoundTrip,Malaysia,2,373,19,0
Long Stay,Mobile,RoundTrip,New Zealand,2,212,86,0
Long Stay,Internet,RoundTrip,New Zealand,6,32,18,0
Long Stay,Internet,RoundTrip,Malaysia,3,90,28,0
Long Stay,Internet,RoundTrip,New Zealand,5,60,26,0
Long Stay,Internet,RoundTrip,Vietnam,5,28,30,0
Long Stay,Internet,RoundTrip,New Zealand,4,68,28,1
Long Stay,Internet,RoundTrip,Malaysia,6,238,130,0
Long Stay,Internet,RoundTrip,Malaysia,7,78,142,0
Long Stay,Internet,RoundTrip,Malaysia,3,259,25,0
Long Stay,Internet,RoundTrip,New Zealand,2,84,17,0
Long Stay,Internet,RoundTrip,Malaysia,7,641,46,1
Long Stay,Internet,RoundTrip,Malaysia,3,63,278,0
Long Stay,Internet,RoundTrip,New Zealand,6,179,47,0
Long Stay,Internet,RoundTrip,Malaysia,5,19,42,0
Long Stay,Internet,RoundTrip,Malaysia,2,106,32,1
Long Stay,Internet,RoundTrip,New Zealand,3,73,20,0
Long Stay,Internet,RoundTrip,Saudi Arabia,3,11,92,0
Long Stay,Internet,RoundTrip,New Zealand,3,116,63,0
Long Stay,Internet,RoundTrip,Malaysia,5,74,29,0
Long Stay,Internet,RoundTrip,New Zealand,6,73,39,0
Long Stay,Mobile,RoundTrip,India,5,61,31,0
Long Stay,Internet,RoundTrip,Malaysia,5,8,20,0
Long Stay,Internet,RoundTrip,New Zealand,6,233,21,0
Long Stay,Internet,RoundTrip,New Zealand,4,20,17,0
Long Stay,Internet,RoundTrip,Malaysia,1,256,43,1
Long Stay,Internet,RoundTrip,Malaysia,1,27,29,0
Long Stay,Internet,RoundTrip,United Kingdom,6,102,175,0
Long Stay,Internet,RoundTrip,Malaysia,4,212,19,0
Long Stay,Internet,RoundTrip,United Kingdom,2,87,17,0
Long Stay,Mobile,RoundTrip,Malaysia,1,180,56,0
Long Stay,Internet,RoundTrip,Malaysia,4,64,17,1
Long Stay,Internet,RoundTrip,Malaysia,6,165,87,0
Long Stay,Internet,RoundTrip,Malaysia,6,82,73,0
Long Stay,Internet,RoundTrip,Malaysia,2,4,85,0
Long Stay,Internet,RoundTrip,New Zealand,3,110,29,0
Long Stay,Internet,RoundTrip,New Zealand,2,232,19,0
Long Stay,Internet,RoundTrip,Malaysia,6,4,19,1
Long Stay,Mobile,RoundTrip,New Zealand,7,139,22,0
Long Stay,Mobile,RoundTrip,Malaysia,6,27,90,0
Long Stay,Internet,RoundTrip,New Zealand,1,292,89,0
Long Stay,Internet,RoundTrip,New Zealand,5,166,21,0
Long Stay,Internet,RoundTrip,Malaysia,7,423,22,0
Long Stay,Internet,RoundTrip,New Zealand,7,310,22,0
Long Stay,Internet,RoundTrip,New Zealand,1,276,33,0
Long Stay,Internet,RoundTrip,Malaysia,4,15,40,0
Long Stay,Internet,RoundTrip,Malaysia,7,110,17,1
Long Stay,Internet,RoundTrip,New Zealand,7,181,18,0
Long Stay,Mobile,RoundTrip,Malaysia,1,67,17,1
Long Stay,Internet,RoundTrip,New Zealand,7,38,32,0
Long Stay,Internet,RoundTrip,Malaysia,1,294,22,0
Long Stay,Internet,RoundTrip,Malaysia,3,115,36,1
Long Stay,Internet,RoundTrip,New Zealand,6,255,17,0
Long Stay,Internet,RoundTrip,Malaysia,7,188,19,0
Long Stay,Internet,RoundTrip,New Zealand,3,165,17,0
Long Stay,Mobile,RoundTrip,New Zealand,2,150,22,0
Long Stay,Internet,RoundTrip,Malaysia,6,48,17,1
Long Stay,Internet,RoundTrip,Malaysia,7,15,62,0
Long Stay,Internet,RoundTrip,Singapore,2,109,20,0
Long Stay,Mobile,RoundTrip,New Zealand,7,412,21,0
Long Stay,Internet,RoundTrip,New Zealand,4,274,29,0
Long Stay,Internet,RoundTrip,Malaysia,1,37,18,0
Long Stay,Internet,RoundTrip,New Zealand,1,62,17,0
Long Stay,Internet,RoundTrip,Singapore,2,158,35,0
Long Stay,Internet,RoundTrip,Malaysia,5,31,22,1
Long Stay,Internet,RoundTrip,Malaysia,1,269,49,0
Long Stay,Internet,RoundTrip,Malaysia,1,388,22,0
Long Stay,Internet,RoundTrip,Malaysia,2,231,17,0
Long Stay,Internet,RoundTrip,New Zealand,5,90,20,0
Long Stay,Internet,RoundTrip,New Zealand,3,335,49,0
Long Stay,Internet,RoundTrip,Malaysia,6,322,17,0
Long Stay,Internet,RoundTrip,Malaysia,1,288,56,1
Long Stay,Internet,RoundTrip,Malaysia,6,238,17,0
Long Stay,Internet,RoundTrip,Malaysia,1,55,21,1
Long Stay,Internet,RoundTrip,New Zealand,2,203,36,0
Long Stay,Internet,RoundTrip,Malaysia,1,146,38,0
